,Price,Area,Location,City,bedrom
5363,230.0,2000,Vasant Kunj,Delhi,3
5365,60.0,1450,Chattarpur,Delhi,3
5368,120.0,1200,Paschim Vihar,Delhi,3
5377,32.0,800,Uttam Nagar,Delhi,2
5379,32.0,800,Dwarka Mor,Delhi,2
5387,75.0,1350,Uttam Nagar,Delhi,3
5391,160.0,1200,Alaknanda,Delhi,2
5392,88.0,1400,Chattarpur,Delhi,3
5395,123.0,1300,other,Delhi,3
5396,150.0,1200,Alaknanda,Delhi,2
5397,84.0,1800,other,Delhi,2
5398,100.0,1800,Sector 13 Dwarka,Delhi,2
5413,136.0,1600,Alaknanda,Delhi,3
5414,110.0,1800,Sector 13 Dwarka,Delhi,2
5415,117.0,1400,Sector 6 Dwarka,Delhi,3
5416,185.0,1400,Kalkaji,Delhi,3
5417,170.0,1250,Alaknanda,Delhi,2
5418,195.0,1650,Alaknanda,Delhi,3
5420,205.0,1800,Saket,Delhi,3
5421,80.0,1200,Vasant Kunj,Delhi,3
5424,145.0,1550,Alaknanda,Delhi,3
5425,145.0,1550,Alaknanda,Delhi,3
5426,165.0,1450,Saket,Delhi,2
5427,128.0,1800,other,Delhi,3
5428,140.0,1800,Sector 10 Dwarka,Delhi,3
5429,128.0,1800,Sector 7 Dwarka,Delhi,3
5430,85.0,1550,Chattarpur,Delhi,3
5431,85.0,1550,Chattarpur,Delhi,3
5433,190.0,2250,Saket,Delhi,4
5434,145.0,1800,Sector-18 Dwarka,Delhi,3
5435,75.0,1250,Vasant Kunj,Delhi,3
5436,45.0,850,Vasant Kunj,Delhi,2
5437,45.0,850,Vasant Kunj,Delhi,2
5438,75.0,1150,Vasant Kunj,Delhi,2
5442,75.0,1200,Vasant Kunj,Delhi,3
5443,150.0,2000,Vasant Kunj,Delhi,4
5447,170.0,1350,Saket,Delhi,2
5448,180.0,1500,Saket,Delhi,2
5449,130.0,1900,Sector 3 Dwarka,Delhi,3
5450,160.0,2600,Chattarpur,Delhi,4
5457,60.0,1350,Chattarpur,Delhi,2
5458,55.0,1300,Chattarpur,Delhi,3
5459,48.0,1300,Chattarpur,Delhi,3
5460,44.0,1450,Chattarpur,Delhi,3
5462,53.0,1500,Chattarpur,Delhi,3
5463,175.0,1250,Vasant Kunj,Delhi,2
5464,40.0,900,Chattarpur,Delhi,2
5465,225.0,1750,Saket,Delhi,3
5468,210.0,2200,Saket,Delhi,4
5469,200.0,1750,Saket,Delhi,3
5470,215.0,1750,Saket,Delhi,2
5471,210.0,1600,Saket,Delhi,3
5472,185.0,1350,Saket,Delhi,3
5473,200.0,2160,Saket,Delhi,3
5476,160.0,1650,Saket,Delhi,3
5479,40.0,900,Chattarpur,Delhi,2
5482,110.0,1100,Sector 13 Rohini,Delhi,2
5483,155.0,1650,Sector 13 Rohini,Delhi,2
5485,75.0,650,Vasant Kunj,Delhi,1
5486,130.0,1100,Vasant Kunj,Delhi,2
5487,85.0,650,Vasant Kunj,Delhi,1
5488,117.0,1500,Sector 6 Dwarka,Delhi,3
5489,21.0,450,other,Delhi,1
5493,21.0,450,other,Delhi,1
5494,46.0,500,other,Delhi,1
5496,90.0,1000,Paschim Vihar,Delhi,2
5499,51.0,1500,Chattarpur,Delhi,3
5500,130.0,1500,other,Delhi,3
5503,30.71,818,Chattarpur,Delhi,2
5504,33.0,845,Chattarpur,Delhi,2
5505,185.0,1550,Vasant Kunj,Delhi,3
5506,190.0,1650,Vasant Kunj,Delhi,3
5507,145.0,1100,Vasant Kunj,Delhi,2
5508,225.0,1650,Vasant Kunj,Delhi,3
5509,65.0,550,Vasant Kunj,Delhi,1
5510,70.0,581,Vasant Kunj,Delhi,1
5511,45.0,1250,Chattarpur,Delhi,3
5512,59.99,1350,Chattarpur,Delhi,3
5513,225.0,1350,other,Delhi,2
5514,72.0,580,Vasant Kunj,Delhi,1
5515,51.0,1500,Chattarpur,Delhi,3
5516,130.0,1500,other,Delhi,3
5519,175.0,1200,Vasant Kunj,Delhi,3
5521,49.0,1475,Chattarpur,Delhi,3
5522,26.0,833,Chattarpur,Delhi,2
5523,28.0,850,Chattarpur,Delhi,2
5524,25.0,900,Chattarpur,Delhi,2
5525,43.51,1450,Chattarpur,Delhi,3
5527,43.0,1400,Chattarpur,Delhi,3
5528,46.99,1300,Chattarpur,Delhi,3
5531,20.0,450,Dwarka Mor,Delhi,1
5535,160.0,1400,Chittaranjan Park,Delhi,3
5540,160.0,1400,Chittaranjan Park,Delhi,3
5555,175.0,1350,Alaknanda,Delhi,2
5556,195.0,1650,Alaknanda,Delhi,3
5557,230.0,1650,Kalkaji,Delhi,3
5558,175.0,1350,Alaknanda,Delhi,3
5559,185.0,1400,Alaknanda,Delhi,3
5560,135.0,900,other,Delhi,2
5561,125.0,1700,Sector 6 Dwarka,Delhi,3
5562,113.99999,1800,Sector 12 Dwarka,Delhi,3
5564,210.0,1700,Vasant Kunj,Delhi,2
5565,220.0,1350,other,Delhi,3
5567,80.0,580,Vasant Kunj,Delhi,1
5569,140.0,1100,Vasant Kunj,Delhi,2
5571,170.0,1150,Sector 13 Rohini,Delhi,2
5572,75.0,650,Vasant Kunj,Delhi,1
5573,160.0,1100,Vasant Kunj,Delhi,1
5574,160.0,1300,Vasant Kunj,Delhi,2
5575,115.0,1050,Vasant Kunj,Delhi,1
5581,75.0,1350,Uttam Nagar,Delhi,3
5584,120.0,1100,Vasant Kunj,Delhi,2
5585,120.0,1000,Sector 13 Rohini,Delhi,2
5586,125.0,900,Sector 13 Rohini,Delhi,2
5587,120.0,950,Sector 13 Rohini,Delhi,2
5588,69.0,1565,other,Delhi,3
5589,23.0,450,other,Delhi,1
5591,190.0,1400,other,Delhi,3
5592,180.0,1500,other,Delhi,3
5602,51.0,1125,Shahdara,Delhi,2
5603,52.33,1300,other,Delhi,3
5606,90.0,650,Vasant Kunj,Delhi,1
5607,185.0,1700,Vasant Kunj,Delhi,3
5609,215.0,2100,Sector 6 Dwarka,Delhi,4
5610,210.0,1800,Sector 6 Dwarka,Delhi,3
5611,180.0,1500,Sector 6 Dwarka,Delhi,3
5612,137.99999,1500,Sector 5 Dwarka,Delhi,3
5613,160.0,1500,Sector 10 Dwarka,Delhi,3
5614,200.0,2100,Sector 6 Dwarka,Delhi,4
5617,85.0,1100,other,Delhi,2
5618,63.0,750,other,Delhi,1
5619,125.0,1200,Sector 13 Rohini,Delhi,3
5620,87.0,1050,other,Delhi,2
5621,199.0,1700,Vasant Kunj,Delhi,2
5622,150.0,1150,Vasant Kunj,Delhi,2
5623,220.0,1150,Vasant Kunj,Delhi,2
5624,215.0,1700,Vasant Kunj,Delhi,3
5625,215.0,1150,Vasant Kunj,Delhi,2
5627,220.0,1300,Vasant Kunj,Delhi,2
5630,195.0,1650,Vasant Kunj,Delhi,3
5633,51.0,900,Hari Nagar,Delhi,2
5636,225.0,1900,Sector 19 Dwarka,Delhi,4
5637,205.0,1900,Sector 11 Dwarka,Delhi,4
5638,175.0,1900,Sector 22 Dwarka,Delhi,4
5639,72.0,500,Vasant Kunj,Delhi,1
5640,145.0,800,Pitampura,Delhi,2
5641,80.0,1000,Pitampura,Delhi,2
5642,140.0,1500,Sector 10 Dwarka,Delhi,3
5643,72.0,500,Vasant Kunj,Delhi,1
5644,145.0,800,Pitampura,Delhi,2
5645,80.0,1000,Pitampura,Delhi,2
5646,22.0,450,other,Delhi,1
5647,148.0,1300,other,Delhi,2
5648,120.0,900,other,Delhi,2
5649,45.0,900,Hari Nagar,Delhi,2
5650,70.0,1600,Vasant Kunj,Delhi,3
5651,55.0,1000,Vasant Kunj,Delhi,2
5652,200.0,1150,Vasant Kunj,Delhi,1
5653,175.0,1800,Sector 6 Dwarka,Delhi,3
5654,147.0,1500,Sector 6 Dwarka,Delhi,3
5655,155.0,1500,Sector 5 Dwarka,Delhi,3
5656,90.0,950,other,Delhi,2
5657,30.0,450,Hari Nagar,Delhi,1
5658,118.0,1200,Paschim Vihar,Delhi,2
5661,30.0,450,Hari Nagar,Delhi,1
5662,105.0,900,Sector 13 Rohini,Delhi,2
5665,51.0,900,Hari Nagar,Delhi,2
5667,120.0,1300,other,Delhi,1
5668,100.0,900,Sector 13 Rohini,Delhi,2
5669,200.0,2000,other,Delhi,3
5671,42.0,800,Hari Nagar,Delhi,2
5672,210.0,1900,Sector 10 Dwarka,Delhi,4
5673,175.0,1900,Sector 22 Dwarka,Delhi,4
5674,115.0,1150,Sector 22 Dwarka,Delhi,2
5675,230.0,2000,Sector 19 Dwarka,Delhi,4
5676,135.0,1500,Sector 23 Dwarka,Delhi,3
5677,124.0,1150,Sector 19 Dwarka,Delhi,2
5678,165.0,1500,Sector-18 Dwarka,Delhi,3
5679,105.0,1150,Sector 7 Dwarka,Delhi,2
5680,175.0,1500,Sector 12 Dwarka,Delhi,3
5681,105.0,1150,Sector 3 Dwarka,Delhi,2
5682,30.0,450,Hari Nagar,Delhi,1
5683,118.0,1200,Paschim Vihar,Delhi,2
5685,199.0,1700,Vasant Kunj,Delhi,2
5687,145.0,1500,Sector 3 Dwarka,Delhi,3
5688,205.0,1900,Sector 11 Dwarka,Delhi,4
5689,115.0,1150,Sector 22 Dwarka,Delhi,2
5690,230.0,2000,Sector 19 Dwarka,Delhi,4
5691,135.0,1500,Sector 23 Dwarka,Delhi,3
5692,124.0,1150,Sector 19 Dwarka,Delhi,2
5693,72.0,500,Vasant Kunj,Delhi,1
5694,145.0,800,Pitampura,Delhi,2
5695,80.0,1000,Pitampura,Delhi,2
5696,22.0,450,other,Delhi,1
5698,120.0,1300,other,Delhi,1
5699,100.0,900,Sector 13 Rohini,Delhi,2
5700,200.0,2000,other,Delhi,3
5701,220.0,2000,other,Delhi,3
5702,70.0,650,Vasant Kunj,Delhi,1
5704,75.0,650,Vasant Kunj,Delhi,1
5705,30.0,500,Hari Nagar,Delhi,1
5706,195.0,1100,Vasant Kunj,Delhi,2
5710,125.0,1200,Paschim Vihar,Delhi,3
5711,90.0,1000,Paschim Vihar,Delhi,2
5712,100.0,1200,Paschim Vihar,Delhi,3
5713,100.0,1200,Paschim Vihar,Delhi,3
5714,125.0,1000,other,Delhi,2
5715,94.0,1000,other,Delhi,2
5716,165.0,1350,other,Delhi,3
5717,150.0,1025,other,Delhi,2
5718,185.0,1250,other,Delhi,3
5719,107.0,1000,other,Delhi,2
5721,160.0,1500,Paschim Vihar,Delhi,1
5722,80.0,650,Vasant Kunj,Delhi,1
5723,160.0,1100,Vasant Kunj,Delhi,2
5724,190.0,1650,Vasant Kunj,Delhi,3
5725,119.0,1100,Jasola,Delhi,2
5726,117.0,1050,Jasola,Delhi,2
5727,110.0,1150,Jasola,Delhi,2
5728,111.0,1050,Jasola,Delhi,2
5729,115.0,1050,Jasola,Delhi,2
5730,137.99999,1450,Jasola,Delhi,3
5731,126.0,1450,Jasola,Delhi,3
5732,116.0,1050,Jasola,Delhi,2
5733,136.0,1450,Jasola,Delhi,3
5734,49.99,600,Pitampura,Delhi,1
5735,145.0,1100,Vasant Kunj,Delhi,2
5737,24.0,450,other,Delhi,1
5739,90.0,1200,Paschim Vihar,Delhi,2
5740,120.0,1350,Pitampura,Delhi,3
5741,160.0,1963,other,Delhi,4
5742,116.0,1050,Jasola,Delhi,2
5743,136.0,1450,Jasola,Delhi,3
5744,69.68,1340,Nizampet,Hyderabad,2
5746,65.9,1318,Manikonda,Hyderabad,2
5747,57.39,1295,Alwal,Hyderabad,3
5748,56.79,1145,Kukatpally,Hyderabad,2
5749,60.99,1230,Nizampet,Hyderabad,2
5750,70.0,1350,Manikonda,Hyderabad,2
5751,41.98,1400,Gachibowli,Hyderabad,3
5752,99.0,2240,Tellapur,Hyderabad,3
5753,98.0,1520,Gachibowli,Hyderabad,2
5754,89.03,1535,Kokapet,Hyderabad,3
5755,63.0,1150,other,Hyderabad,2
5756,63.0,1285,other,Hyderabad,2
5757,90.0,1897,Tellapur,Hyderabad,3
5758,111.0,1725,Narsingi,Hyderabad,3
5759,109.0,1592,Kukatpally,Hyderabad,3
5760,86.25,1150,Madhapur,Hyderabad,2
5761,99.0,2240,Tellapur,Hyderabad,3
5763,69.68,1340,Nizampet,Hyderabad,2
5765,65.9,1318,Manikonda,Hyderabad,2
5766,57.39,1295,Alwal,Hyderabad,3
5767,56.79,1145,Kukatpally,Hyderabad,2
5768,60.99,1230,Nizampet,Hyderabad,2
5769,70.0,1350,Manikonda,Hyderabad,2
5770,41.98,1400,Gachibowli,Hyderabad,3
5771,99.0,2240,Tellapur,Hyderabad,3
5772,98.0,1520,Gachibowli,Hyderabad,2
5773,89.03,1535,Kokapet,Hyderabad,3
5774,63.0,1150,other,Hyderabad,2
5775,63.0,1285,other,Hyderabad,2
5776,90.0,1897,Tellapur,Hyderabad,3
5777,111.0,1725,Narsingi,Hyderabad,3
5778,109.0,1592,Kukatpally,Hyderabad,3
5779,86.25,1150,Madhapur,Hyderabad,2
5780,99.0,2240,Tellapur,Hyderabad,3
5782,78.0,1735,Puppalaguda,Hyderabad,3
5784,60.5,1050,Begumpet,Hyderabad,2
5785,61.5,1230,Kukatpally,Hyderabad,2
5786,50.0,1175,Nizampet,Hyderabad,2
5787,47.6,1190,Nizampet,Hyderabad,2
5790,59.0,1350,Pragathi Nagar Kukatpally,Hyderabad,2
5791,97.0,1970,Miyapur,Hyderabad,3
5792,46.41,1105,Mallampet,Hyderabad,2
5793,160.0,2005,Nanakramguda,Hyderabad,3
5794,46.41,1105,Mallampet,Hyderabad,2
5795,75.0,1406,Attapur,Hyderabad,3
5796,61.4,1545,Alwal,Hyderabad,3
5797,105.0,1495,Nanakramguda,Hyderabad,3
5798,72.0,1300,West Marredpally,Hyderabad,3
5799,46.0,1200,Nizampet,Hyderabad,2
5800,104.0,1450,Hitech City,Hyderabad,3
5801,95.0,1450,Banjara Hills,Hyderabad,3
5802,99.42,1912,Narsingi,Hyderabad,3
5803,92.5,1850,Manikonda,Hyderabad,3
5804,45.0,1300,Puppalaguda,Hyderabad,3
5805,96.0,1674,Kompally,Hyderabad,3
5806,86.0,1242,other,Hyderabad,3
5807,27.0,850,other,Hyderabad,2
5808,66.0,1895,other,Hyderabad,3
5809,85.89,1636,Nagole,Hyderabad,3
5810,55.0,1076,LB Nagar,Hyderabad,2
5811,32.0,1080,other,Hyderabad,2
5812,205.0,2100,Kachiguda,Hyderabad,3
5813,63.0,1265,Manikonda,Hyderabad,2
5814,64.0,1300,other,Hyderabad,3
5815,49.88,1089,Miyapur,Hyderabad,2
5816,105.0,1400,Kondapur,Hyderabad,2
5817,43.0,850,other,Hyderabad,2
5818,39.0,1100,Nizampet,Hyderabad,2
5819,55.0,1700,other,Hyderabad,3
5820,103.0,2150,Tellapur,Hyderabad,3
5821,66.0,1195,Mallapur,Hyderabad,2
5822,65.0,1105,Miyapur,Hyderabad,2
5823,57.84,1205,Manikonda,Hyderabad,2
5824,55.0,1250,Rajendra Nagar,Hyderabad,3
5825,67.0,1340,Puppalaguda,Hyderabad,2
5826,30.0,950,Beeramguda,Hyderabad,2
5827,47.0,1100,other,Hyderabad,2
5828,150.0,1908,Kondapur,Hyderabad,3
5829,78.72,1675,Bachupally,Hyderabad,3
5830,89.03,1535,Kokapet,Hyderabad,3
5831,32.0,910,Nanakramguda,Hyderabad,2
5832,56.0,1325,other,Hyderabad,3
5833,110.0,1717,Tarnaka,Hyderabad,3
5834,120.0,2400,West Marredpally,Hyderabad,3
5835,69.0,1150,Kondapur,Hyderabad,2
5836,39.99,1200,other,Hyderabad,2
5837,44.6,1040,Pragathi Nagar Kukatpally,Hyderabad,2
5838,72.98999,1181,other,Hyderabad,2
5839,105.0,2100,Kompally,Hyderabad,3
5840,120.0,1550,Shaikpet,Hyderabad,3
5841,77.0,1280,other,Hyderabad,3
5842,124.0,1945,Kokapet,Hyderabad,3
5844,37.0,1000,Nagole,Hyderabad,2
5845,80.0,1200,Miyapur,Hyderabad,2
5847,69.98999,1500,other,Hyderabad,3
5848,194.0,2165,Banjara Hills,Hyderabad,3
5849,30.0,1050,other,Hyderabad,2
5850,29.99,1150,Bachupally,Hyderabad,2
5851,85.0,1822,West Marredpally,Hyderabad,3
5852,65.0,1270,Puppalaguda,Hyderabad,1
5853,85.0,1600,other,Hyderabad,3
5854,145.0,1818,Sanath Nagar,Hyderabad,3
5855,86.0,1830,Manikonda,Hyderabad,3
5856,90.73,1815,Kokapet,Hyderabad,3
5857,67.0,1400,Puppalaguda,Hyderabad,1
5858,63.44,1220,Nizampet,Hyderabad,2
5859,85.8,1650,Nizampet,Hyderabad,3
5860,87.36,1680,Nizampet,Hyderabad,3
5861,80.86,1555,Nizampet,Hyderabad,3
5862,87.62,1685,Nizampet,Hyderabad,3
5863,79.04,1520,Nizampet,Hyderabad,3
5864,63.7,1225,Nizampet,Hyderabad,2
5865,93.34,1795,Nizampet,Hyderabad,3
5866,74.62,1435,Nizampet,Hyderabad,2
5867,74.36,1430,Nizampet,Hyderabad,2
5868,65.78,1265,Nizampet,Hyderabad,2
5869,104.0,2080,Manikonda,Hyderabad,3
5870,104.0,2092,Manikonda,Hyderabad,3
5871,68.5,1370,Manikonda,Hyderabad,2
5872,111.0,2232,Manikonda,Hyderabad,3
5873,103.0,2063,Manikonda,Hyderabad,3
5874,70.0,1400,Manikonda,Hyderabad,2
5875,93.25,1865,Manikonda,Hyderabad,3
5876,112.99999,2270,Manikonda,Hyderabad,3
5877,94.8,1896,Manikonda,Hyderabad,3
5879,85.1,1702,Manikonda,Hyderabad,3
5880,67.5,1350,Manikonda,Hyderabad,2
5881,76.25,1525,Manikonda,Hyderabad,3
5882,61.25,1225,Manikonda,Hyderabad,2
5883,86.4,1728,Manikonda,Hyderabad,3
5884,86.25,1725,Manikonda,Hyderabad,3
5885,65.0,1300,Manikonda,Hyderabad,2
5886,80.0,1600,Manikonda,Hyderabad,3
5887,60.0,1200,Manikonda,Hyderabad,2
5888,99.0,1640,other,Hyderabad,3
5889,82.34999,1830,Kompally,Hyderabad,3
5890,82.56999,1835,Kompally,Hyderabad,3
5891,71.0,1570,Tellapur,Hyderabad,3
5892,99.0,1570,Tellapur,Hyderabad,3
5893,99.0,2240,Tellapur,Hyderabad,3
5894,99.0,2240,Tellapur,Hyderabad,3
5895,160.0,1895,Sanath Nagar,Hyderabad,3
5896,80.0,1600,Manikonda,Hyderabad,3
5897,56.54,1140,Kukatpally,Hyderabad,2
5898,57.04,1150,Kukatpally,Hyderabad,2
5899,75.88,1530,Kukatpally,Hyderabad,3
5900,59.99,1230,Nizampet,Hyderabad,2
5901,60.0,1300,Manikonda,Hyderabad,2
5902,31.48,1050,Gachibowli,Hyderabad,2
5903,63.25,1665,Gachibowli,Hyderabad,3
5904,47.48,1250,Gachibowli,Hyderabad,2
5905,47.48,1250,Gachibowli,Hyderabad,2
5906,81.68,1900,Gachibowli,Hyderabad,3
5907,81.68,1900,Gachibowli,Hyderabad,3
5908,78.02,1815,Gachibowli,Hyderabad,2
5909,53.73,1250,Gachibowli,Hyderabad,2
5910,74.0,1530,other,Hyderabad,3
5911,74.0,1530,Balanagar,Hyderabad,3
5912,89.03,1535,Kokapet,Hyderabad,3
5915,108.0,1875,Kokapet,Hyderabad,3
5916,108.0,1875,Kokapet,Hyderabad,3
5917,152.0,2540,Kokapet,Hyderabad,3
5918,152.0,2540,Kokapet,Hyderabad,3
5919,152.0,2630,Kokapet,Hyderabad,4
5920,152.0,2630,Kokapet,Hyderabad,4
5924,100.0,1792,Tellapur,Hyderabad,3
5925,95.0,1673,Tellapur,Hyderabad,3
5926,107.0,1665,Narsingi,Hyderabad,3
5927,107.0,1640,Narsingi,Hyderabad,3
5928,107.0,1640,Narsingi,Hyderabad,3
5929,170.0,2200,Banjara Hills,Hyderabad,3
5930,40.0,1170,Pragathi Nagar Kukatpally,Hyderabad,2
5931,40.0,1170,Pragathi Nagar Kukatpally,Hyderabad,2
5932,85.0,1600,Banjara Hills,Hyderabad,4
5933,86.0,1644,Miyapur,Hyderabad,3
5934,85.99,1644,Miyapur,Hyderabad,3
5935,88.98,1687,Miyapur,Hyderabad,3
5936,85.99,1650,Miyapur,Hyderabad,3
5937,82.98999,1554,Miyapur,Hyderabad,3
5938,85.98,1684,Miyapur,Hyderabad,3
5939,88.98,1650,Miyapur,Hyderabad,3
5940,42.0,970,other,Hyderabad,2
5941,42.0,970,other,Hyderabad,2
5942,100.0,2240,Tellapur,Hyderabad,3
5944,100.0,2240,Tellapur,Hyderabad,3
5945,99.0,2240,Tellapur,Hyderabad,3
5946,47.6,1190,Nizampet,Hyderabad,2
5947,44.0,1100,Nizampet,Hyderabad,2
5948,78.4,1600,Chandanagar,Hyderabad,3
5949,47.6,1190,Nizampet,Hyderabad,2
5950,44.0,1100,Nizampet,Hyderabad,2
5951,86.0,1150,Hitech City,Hyderabad,2
5952,68.0,1415,Manikonda,Hyderabad,3
5953,185.0,1980,Banjara Hills,Hyderabad,3
5954,44.0,1100,Nizampet,Hyderabad,2
5955,47.6,1190,Nizampet,Hyderabad,2
5956,44.0,1100,Nizampet,Hyderabad,2
5957,78.4,1600,Chandanagar,Hyderabad,3
5958,47.6,1190,Nizampet,Hyderabad,2
5959,44.0,1100,Nizampet,Hyderabad,2
5960,86.0,1150,Hitech City,Hyderabad,2
5961,58.8,1200,Chandanagar,Hyderabad,2
5962,44.0,1100,Nizampet,Hyderabad,2
5963,47.6,1190,Nizampet,Hyderabad,2
5964,47.6,1190,Nizampet,Hyderabad,2
5965,47.6,1190,Nizampet,Hyderabad,2
5966,44.0,1100,Nizampet,Hyderabad,2
5967,47.6,1190,Nizampet,Hyderabad,2
5968,47.6,1190,Nizampet,Hyderabad,2
5969,47.6,1190,Nizampet,Hyderabad,2
5970,99.06,1905,Kukatpally,Hyderabad,3
5971,100.0,1925,Kukatpally,Hyderabad,3
5972,61.87,1482,other,Hyderabad,3
5973,38.0,1100,Nizampet,Hyderabad,2
5974,115.0,1800,East Marredpally,Hyderabad,3
5975,120.0,1800,East Marredpally,Hyderabad,3
5976,46.41,1105,Mallampet,Hyderabad,2
5977,46.41,1105,Mallampet,Hyderabad,2
5978,46.41,1105,Mallampet,Hyderabad,2
5979,185.0,1980,Banjara Hills,Hyderabad,3
5980,86.0,1150,Hitech City,Hyderabad,2
5981,68.0,1415,Manikonda,Hyderabad,3
5982,111.0,1730,Kukatpally,Hyderabad,3
5983,44.0,1100,Aminpur,Hyderabad,2
5984,44.0,1100,Aminpur,Hyderabad,2
5985,44.0,1100,Aminpur,Hyderabad,2
5986,44.0,1100,Aminpur,Hyderabad,2
5987,44.0,1100,Aminpur,Hyderabad,2
5988,44.0,1100,Aminpur,Hyderabad,2
5989,44.0,1100,Aminpur,Hyderabad,2
5990,44.0,1100,Aminpur,Hyderabad,2
5991,44.0,1100,Aminpur,Hyderabad,2
5992,44.0,1100,Aminpur,Hyderabad,2
5993,46.41,1105,Mallampet,Hyderabad,2
5994,44.0,1100,Aminpur,Hyderabad,2
5995,46.41,1105,Mallampet,Hyderabad,2
5996,46.41,1105,Mallampet,Hyderabad,2
5997,46.41,1105,Mallampet,Hyderabad,2
5998,46.41,1105,Mallampet,Hyderabad,2
5999,46.41,1105,Mallampet,Hyderabad,2
6000,78.47,1165,Kondapur,Hyderabad,2
6001,44.0,1100,Aminpur,Hyderabad,2
6002,100.0,1535,Kondapur,Hyderabad,3
6003,44.0,1110,Aminpur,Hyderabad,2
6004,46.41,1105,Mallampet,Hyderabad,2
6005,99.0,2240,Tellapur,Hyderabad,3
6006,65.0,1278,Manikonda,Hyderabad,2
6007,75.0,1406,Attapur,Hyderabad,3
6008,65.0,1190,Mallapur,Hyderabad,2
6009,53.0,1215,Pragathi Nagar Kukatpally,Hyderabad,2
6010,46.41,1105,Mallampet,Hyderabad,2
6011,86.0,1150,Hitech City,Hyderabad,2
6012,46.41,1105,Mallampet,Hyderabad,2
6013,46.41,1105,Mallampet,Hyderabad,2
6014,107.0,1770,Kondapur,Hyderabad,3
6015,48.4,1210,Alwal,Hyderabad,2
6016,45.42,1010,Gajularamaram,Hyderabad,2
6017,81.0,1620,Serilingampally,Hyderabad,3
6018,69.31,1555,Gajularamaram,Hyderabad,3
6019,70.98999,1190,Kukatpally,Hyderabad,2
6020,111.0,1730,Kukatpally,Hyderabad,3
6021,72.4,1165,Kondapur,Hyderabad,2
6022,100.0,1670,East Marredpally,Hyderabad,3
6023,130.0,1350,Hitech City,Hyderabad,3
6025,89.0,1836,Serilingampally,Hyderabad,3
6026,150.0,1970,West Marredpally,Hyderabad,3
6027,150.0,1970,West Marredpally,Hyderabad,3
6028,120.0,2000,Kukatpally,Hyderabad,3
6029,120.0,2000,Kukatpally,Hyderabad,3
6030,120.0,2000,Kukatpally,Hyderabad,3
6031,120.0,2000,Kukatpally,Hyderabad,3
6032,120.0,2000,Kukatpally,Hyderabad,3
6033,120.0,2000,Kukatpally,Hyderabad,3
6034,77.44,1210,Kondapur,Hyderabad,2
6035,97.6,1535,Kondapur,Hyderabad,3
6036,85.0,1315,Kondapur,Hyderabad,2
6037,25.0,680,other,Hyderabad,1
6038,82.0,1200,Malkajgiri,Hyderabad,2
6039,82.0,1200,Malkajgiri,Hyderabad,2
6040,82.0,1200,Malkajgiri,Hyderabad,2
6041,82.0,1200,Malkajgiri,Hyderabad,2
6042,82.0,1200,Malkajgiri,Hyderabad,2
6043,82.0,1200,Malkajgiri,Hyderabad,2
6044,82.0,1200,Malkajgiri,Hyderabad,2
6045,82.0,1200,Malkajgiri,Hyderabad,2
6046,82.0,1200,Malkajgiri,Hyderabad,2
6047,82.0,1200,Malkajgiri,Hyderabad,2
6048,108.0,1735,Kokapet,Hyderabad,3
6051,98.22,1889,Narsingi,Hyderabad,3
6054,48.8,1220,Alwal,Hyderabad,2
6055,99.84,1920,Miyapur,Hyderabad,3
6057,54.0,1300,other,Hyderabad,3
6058,150.0,2100,Banjara Hills,Hyderabad,3
6059,99.84,1920,Miyapur,Hyderabad,3
6060,100.0,1925,Miyapur,Hyderabad,3
6061,118.0,1885,Kondapur,Hyderabad,2
6062,45.42,1010,Gajularamaram,Hyderabad,2
6063,109.0,1695,Kukatpally,Hyderabad,3
6064,70.98999,1090,Kukatpally,Hyderabad,2
6066,198.0,2200,Jubilee Hills,Hyderabad,3
6067,76.0,1521,Kondapur,Hyderabad,3
6068,180.0,2490,Kokapet,Hyderabad,3
6069,123.0,1675,Narsingi,Hyderabad,3
6070,123.0,1675,Narsingi,Hyderabad,3
6071,55.0,1260,Nizampet,Hyderabad,2
6072,37.0,1105,Nizampet,Hyderabad,2
6073,123.0,1675,Narsingi,Hyderabad,3
6074,123.0,1675,Narsingi,Hyderabad,3
6075,123.0,1675,Narsingi,Hyderabad,3
6076,123.0,1675,Narsingi,Hyderabad,3
6077,48.5,1200,Nizampet,Hyderabad,2
6078,48.5,1200,Nizampet,Hyderabad,2
6079,48.5,1200,Nizampet,Hyderabad,2
6080,48.5,1200,Nizampet,Hyderabad,2
6081,48.5,1200,Nizampet,Hyderabad,2
6082,45.0,900,Begumpet,Hyderabad,2
6083,76.0,1710,Malkajgiri,Hyderabad,3
6084,86.0,1242,other,Hyderabad,3
6085,75.0,1705,Malkajgiri,Hyderabad,3
6086,52.0,1050,Malkajgiri,Hyderabad,2
6087,57.0,1225,other,Hyderabad,3
6088,69.31,1555,Gajularamaram,Hyderabad,3
6089,108.0,1675,other,Hyderabad,3
6090,109.0,1695,Kukatpally,Hyderabad,3
6091,130.0,1945,Kokapet,Hyderabad,3
6092,36.5,1000,Nizampet,Hyderabad,2
6093,86.25,1150,Hitech City,Hyderabad,2
6094,75.0,1330,other,Hyderabad,3
6095,200.0,2250,Kondapur,Hyderabad,3
6096,100.0,2240,Tellapur,Hyderabad,3
